"Occupation Title","SOC Code","Employment 2016 (thousands)","Employment 2026 (thousands)","Employment change, 2016-2026 (thousands)","Employment change, 2016-2026 (percent)","Occupational openings, 2016-2026 annual average (thousands)","2017 median annual wage","Typical entry-level education","Education Code","Work experience in a related occupation","Workex Code","Typical on-the-job training","trCode"
"Cargo and freight agents    * Cargo Agent* Cargo Router* Freight Agent* Freight Shipping Agent* Ramp Service Agent","=""43-5011""","89.8","99.1","9.3","10.4","8.6","41,820","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Carpenters    * Beam Builder* Building Carpenter* Construction Carpenter* Counter Installer* Custom Wood Stair Builder* Finish Carpenter* Hardwood Floor Installer* House Carpenter* Wood Floor Layer","=""47-2031""","1,025.6","1,109.4","83.8","8.2","104.4","45,170","High school diploma or equivalent","7","None","4","Apprenticeship","2"
"Carpet installers    * Carpet Installer* Carpet Layer* Commercial Carpet Installer* Residential Carpet Installer* Wall-to-Wall Carpet Installer","=""47-2041""","40.4","44.2","3.8","9.4","3.9","38,830","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Cartographers and photogrammetrists    * Cadastral Mapper* Digital Cartographer* Engineer, Photogrammetric* Map Maker* Mapper* Orthophotography Technician* Photo Cartographer* Photogrammetrist* Topographer","=""17-1021""","12.6","15.0","2.4","19.4","1.2","63,990","Bachelor's degree","3","None","4","None","6"
"Cashiers    * Cash Register Operator* Check Out Cashier* Fare Collector* Grocery Checker* Hotel  Dining Room Cashier* Snack Bar Cashier* Toll Booth Operator* Toll Collector","=""41-2011""","3,555.5","3,524.9","-30.6","-0.9","653.7","21,030","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Cement masons and concrete finishers    * Cement Mason* Cement Patcher* Concrete Finisher* Concrete Floor Installer* Concrete Mason* Concrete Smoother* Concrete Swimming Pool Installer","=""47-2051""","178.9","201.5","22.5","12.6","22.4","40,650","No formal educational credential","8","None","4","Moderate-term on-the-job training","4"
"Chefs and head cooks    * Banquet Chef* Chef De Cuisine* Chef De Froid* Executive Chef* Head Chef* Kitchen Chef* Master Chef* Pastry Chef* Sous Chef* Sushi Chef","=""35-1011""","146.5","160.6","14.1","9.6","20.3","45,950","High school diploma or equivalent","7","5 years or more","1","None","6"
"Chemical engineers    * Absorption and Adsorption Engineer* Chemical Process Engineer* Chemical Research Engineer* Fuels Engineer* Oxidation Engineer* Plastics Engineer* Polymerization Engineer* Refinery Process Engineer","=""17-2041""","32.7","35.1","2.5","7.5","2.4","102,160","Bachelor's degree","3","None","4","None","6"
"Chemical equipment operators and tenders    * Acid Purification Equipment Operator* Chemical Machine Tender* Chemical Process Equipment Operator* Chemical Processor* Chemical Treatment Operator","=""51-9011""","74.1","70.4","-3.7","-5.0","7.3","47,800","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Chemical plant and system operators    * Chemical Plant Operator* Chemical Treatment Plant Technician* Nitric Acid Plant Operator* Nitrogen Operator* Pharmaceutical Manufacturing Machine Operator","=""51-8091""","33.2","30.1","-3.1","-9.2","2.8","62,170","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Chemical technicians    * Assayer* Chemical Laboratory Technician* Chemical Technician* Inorganic Chemical Technician","=""19-4031""","67.3","70.0","2.7","4.0","6.6","47,280","Associate's degree","4","None","4","Moderate-term on-the-job training","4"
"Chemistry teachers, postsecondary    * Chemistry Professor* Inorganic Chemistry Professor* Organic Chemistry Professor* Physical Chemistry Professor* Phytochemistry Professor","=""25-1052""","26.3","28.9","2.6","9.9","2.3","77,190","Doctoral or professional degree","1","None","4","None","6"
"Chemists    * Agricultural Chemist* Analytical Chemist* Bench Chemist* Food Chemist* Formulary Chemist* Industrial Chemist* Inorganic Chemist* Laboratory Chemist* Nuclear Chemist* Organic Chemist* Quality Control Chemist* Research and Development Chemist","=""19-2031""","88.3","94.0","5.7","6.5","8.6","74,740","Bachelor's degree","3","None","4","None","6"
"Chief executives    * CEO* COO* Chief Executive Officer* Chief Operating Officer* Commissioner of Internal Revenue* County Commissioner* Government Service Executive* Governor* Mayor","=""11-1011""","308.9","296.8","-12.1","-3.9","20.0","183,270","Bachelor's degree","3","5 years or more","1","None","6"
"Child, family, and school social workers    * C-CYFSW* Certified Children, Youth, and Family Social Worker* Child Abuse Worker* Child Protective Services Social Worker* Child Protective Services Specialist* Child Welfare Social Worker* Child Welfare Worker* Child and Family Services Worker* Family Preservation Caseworker* Family Preservation Worker* Family Service Caseworker* Foster Care Social Worker* Foster Care Worker* School Social Worker","=""21-1021""","317.6","362.6","45.0","14.2","38.3","44,380","Bachelor's degree","3","None","4","None","6"
"Childcare workers    * Au Pair* Baby Sitter* Before and After School Daycare Worker* Childcare Aide* Childcare Attendant* Childcare Worker* Day Care Attendant* Day Care Worker* Daycare Aide* Daycare Provider* Governess* Nanny* Nursery Day Care Worker* Playground Aide","=""39-9011""","1,216.6","1,300.9","84.3","6.9","189.1","22,290","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Chiropractors    * Chiropractic Doctor* Chiropractic Physician* Chiropractor","=""29-1011""","47.4","53.3","5.9","12.5","1.8","68,640","Doctoral or professional degree","1","None","4","None","6"
"Choreographers    * Choreographer* Dance Director* Dance Master","=""27-2032""","6.9","7.1","0.2","2.8","0.9","48,420","High school diploma or equivalent","7","5 years or more","1","Long-term on-the-job training","3"
"Civil engineering technicians    * Civil Engineering Technician* Concrete Engineering Technician* Geotechnical Engineering Technician* Highway Engineering Technician* Structural Engineering Technician* Transportation Engineering Technician","=""17-3022""","74.5","81.1","6.6","8.8","7.2","51,620","Associate's degree","4","None","4","None","6"
"Civil engineers    * Architectural Engineer* Bridge Engineer* Civil Engineer* Construction Engineer* Facilities Engineer* Geotechnical Engineer* Highway Engineer* Hydrographic Engineer* Railroad Design Consultant* Research Hydraulic Engineer* Structural Engineer","=""17-2051""","303.5","335.7","32.2","10.6","25.9","84,770","Bachelor's degree","3","None","4","None","6"
"Claims adjusters, examiners, and investigators    * Claims Analyst* Fire Claims Adjuster* Health Claims Examiner* Health Insurance Adjuster* Independent Insurance Adjuster* Medical Claims Analyst* Medical Claims Examiner* Property Damage Claims Adjustor* Property and Casualty Insurance Claims Examiner* Reinsurance Claims Analyst* Workers Compensation Claims Adjuster* Workers Compensation Claims Examiner","=""13-1031""","311.1","306.7","-4.5","-1.4","24.5","64,900","High school diploma or equivalent","7","None","4","Long-term on-the-job training","3"
"Cleaners of vehicles and equipment    * Aircraft Cleaner* Auto Cleaner* Auto Detailer* Automobile Detailer* Beer Coil Cleaner* Boat Detailer* Bus Cleaner* Bus Washer* Car Wash Attendant* Car Washer* Equipment Cleaner* Machine Cleaner* Railroad Car Cleaner* Truck Washer","=""53-7061""","369.2","408.7","39.5","10.7","57.8","23,360","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Cleaning, washing, and metal pickling equipment operators and tenders    * Acid Dipper* Bottle Washing Machine Operator* Degreaser Operator* Glass Cleaning Machine Tender* Immersion Metal Cleaner* Metal Pickling Equipment Operator* Pickle House Operator","=""51-9192""","17.2","17.3","0.1","0.4","2.2","29,950","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Clergy    * Cantor* Children's Pastor* College Chaplain* Hebrew Cantor* Hospital Chaplain* Imam* Minister* Parish Priest* Pastor* Priest* Rabbi* Reverend* Vicar* Youth Pastor","=""21-2011""","243.9","263.8","19.9","8.2","29.2","47,100","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
"Clinical, counseling, and school psychologists    * Child Psychologist* Child Psychometrist* Clinical Psychologist* Eating Disorder Psychologist* Educational Psychologist* Geropsychologist* Pediatric Psychologist* School Psychologist* School Psychometrist* Vocational Psychologist","=""19-3031""","147.5","168.5","21.0","14.3","12.1","75,090","Doctoral or professional degree","1","None","4","Internship/residency","1"
"Coaches and scouts    * Athletic Coach* Baseball Coach* Baseball Scout* Basketball Coach* Boxing Trainer* Coach* Football Coach* Hockey Scout* Ice Skating Coach* Riding Coach* Ski Coach* Tennis Coach* Tennis Instructor","=""27-2022""","276.1","311.7","35.7","12.9","42.1","32,270","Bachelor's degree","3","None","4","None","6"
"Coating, painting, and spraying machine setters, operators, and tenders    * Electrostatic Paint Operator* Lacquer Spray Booth Operator* Paint Line Operator* Spraying Machine Operator","=""51-9121""","89.9","89.9","0.0","0.0","9.3","33,820","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Coil winders, tapers, and finishers    * Coil Builder* Coil Former* Coil Winder* Motor Rewinder* Motor Winder* Multiple Coil Winder* Rotor Coil Taper* Wire Coiler* Wire Winder* Wire Winding Machine Tender","=""51-2021""","14.1","11.2","-2.9","-20.7","1.2","33,310","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Coin, vending, and amusement machine servicers and repairers    * Arcade Games Mechanic* Coin Box Collector* Juke Box Mechanic* Parking Meter Collector* Slot Machine Mechanic* Slot Technician* Stamp Machine Servicer* Vending Machine Filler","=""49-9091""","36.6","32.0","-4.6","-12.5","3.3","33,690","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Combined food preparation and serving workers, including fast food    * Mess Attendant","=""35-3021""","3,452.2","4,032.1","579.9","16.8","736.0","20,180","No formal educational credential","8","None","4","Short-term on-the-job training","5"
"Commercial and industrial designers    * Automobile Designer* Bank Note Designer* Bicycle Designer* Car Body Designer* Ceramic Designer* Ceramic Mold Designer* Furniture Designer* Package Designer* Rug Designer* Snowboard Designer* Textile Designer* Tile Designer* Toy Designer","=""27-1021""","39.7","41.4","1.8","4.4","3.9","65,970","Bachelor's degree","3","None","4","None","6"
"Commercial divers    * Commercial Diver* Marine Diver* Non Destructive Testing Underwater Welder* Salvage Diver* Scuba Diver* Submarine Diver* Underwater Welder","=""49-9092""","4.1","4.5","0.4","10.8","0.4","47,210","Postsecondary nondegree award","5","None","4","Moderate-term on-the-job training","4"
"Commercial pilots    * Aerial Crop Duster* Aerial Hurricane Hunter* Aerial Sprayer* Agricultural Pilot* Air Ambulance Captain* Air Tour Pilot* Balloon Pilot* Charter Pilot (Commercial Pilot Certificate Required)* Charter Pilot (Commercial)* Commercial Helicopter Pilot* Corporate Pilot* EMS Helicopter Pilot* Emergency Medical Service Helicopter Pilot* Emergency Medical Service Rotary Wing Pilot* Executive Pilot* Flight Instructor (Commercial Pilots)* Helicopter Pilot","=""53-2012""","40.8","42.3","1.6","3.8","4.0","78,740","High school diploma or equivalent","7","None","4","Moderate-term on-the-job training","4"
"Communications equipment operators, all other    * Communications Equipment Operator* Facsimile Machine Operator* Fax Machine Operator* Telegraph and Teletype Operator* Telex Operator","=""43-2099""","2.4","2.6","0.2","10.4","0.3","41,480","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Communications teachers, postsecondary    * Interpersonal Communications Professor* Journalism Professor* Media Arts Professor* Professor of Communication and Writing* Professor of Rhetoric* Public Speaking Professor* Speech Professor","=""25-1122""","34.1","37.5","3.4","10.0","3.0","66,510","Doctoral or professional degree","1","None","4","None","6"
"Community and social service specialists, all other    * Community Organization Worker* Veterans Service Officer","=""21-1099""","100.3","113.5","13.2","13.2","14.1","41,570","Bachelor's degree","3","None","4","None","6"
"Community health workers    * CHW* Community Health Advisor* Community Health Representative* Community Health Worker* Lay Health Advocate* Peer Health Promoter* Promotor(a)","=""21-1094""","57.5","67.8","10.4","18.1","8.5","38,370","High school diploma or equivalent","7","None","4","Short-term on-the-job training","5"
"Compensation and benefits managers    * Compensation Director* Employee Benefits Coordinator* Employee Benefits Director* Employee Benefits Manager* Wage and Salary Administrator","=""11-3111""","15.8","16.6","0.8","5.0","1.2","119,120","Bachelor's degree","3","5 years or more","1","None","6"
"Compensation, benefits, and job analysis specialists    * Benefits Analyst* Compensation Analyst* Compensation Specialist* Employee Benefits Specialist* Job Analyst* Job Specification Writer* Occupational Analyst* Pension Administrator* Position Classification Specialist* Retirement Plan Specialist","=""13-1141""","84.2","91.3","7.2","8.5","7.7","62,680","Bachelor's degree","3","Less than 5 years","2","None","6"
"Compliance officers    * Air Pollution Compliance Inspector* Compliance Investigator* Driver's License Examiner* EEO Officer* Environmental Compliance Inspector* Equal Employment Opportunity Investigator* Equal Employment Opportunity Officer* Equal Employment Opportunity Representative* Immigration Investigator* Inspector of Weights and Measures* License Inspector* Mortician Investigator* Wage and Hour Investigator","=""13-1041""","288.3","312.0","23.7","8.2","25.9","67,870","Bachelor's degree","3","None","4","Moderate-term on-the-job training","4"
